artist_key,width_cm,height_cm,depth_cm,area_cm2,log_area,aspect_ratio,has_depth,is_3d_candidate,medium_category,support_category,medium_support_bucket,artist_works_log,is_extreme_aspect_ratio,is_training_candidate,_track6_row_id,artist_works_count_train
hyunjung kim,72.6,90.7,2.8,6584.82,8.792522278951841,1.2493112947658405,True,False,oil,canvas,oil__canvas,4.276666119016055,False,True,2384,71
hyunjung kim,99.8,99.8,2.8,9960.04,9.206336366634837,1.0,True,False,oil,canvas,oil__canvas,4.276666119016055,False,True,2385,71
hyunjung kim,149.9,149.9,2.8,22470.01,10.019936810217104,1.0,True,False,oil,canvas,oil__canvas,4.276666119016055,False,True,2387,71
dahyun song,31.7,31.7,1.8,1004.89,6.91263336176647,1.0,True,False,mixed_media,canvas,mixed_media__canvas,2.772588722239781,False,True,2388,15
mia kim,30.0,30.0,5.0,900.0,6.802394763324311,1.0,True,False,acrylic,canvas,acrylic__canvas,5.3706380281276624,False,True,2389,214
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2390,49
jeongrock heo,53.0,65.1,2.5,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,oil,canvas,oil__canvas,4.3694478524670215,False,True,2391,78
joon hwan kim,105.0,155.0,2.5,16275.0,9.69738546707677,1.4761904761904765,True,False,mixed_media,paper,mixed_media__paper,4.007333185232471,False,True,2392,54
mijeong choi,52.8,46.0,1.8,2428.7999999999997,7.7951525872013105,1.1478260869565218,True,False,acrylic,canvas,acrylic__canvas,2.3978952727983707,False,True,2393,10
dahyun song,45.5,45.5,1.8,2070.25,7.63542465191381,1.0,True,False,mixed_media,canvas,mixed_media__canvas,2.772588722239781,False,True,2394,15
joong hyun park,20.0,20.0,1.8,400.0,5.991464547107982,1.0,True,False,oil,canvas,oil__canvas,5.2832037287379885,False,True,2395,196
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2396,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2397,49
seungho jang,72.4,90.8,2.2,6573.92,8.790865584998919,1.2541436464088396,True,False,acrylic,canvas,acrylic__canvas,4.174387269895637,False,True,2398,64
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2399,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2400,49
kim jae hyeon,80.3,80.3,2.8,6448.089999999999,8.771539241905431,1.0,True,False,oil,canvas,oil__canvas,4.204692619390966,False,True,2401,66
gyobeom an,59.9,72.1,3.8,4318.79,8.370730549412308,1.2036727879799665,True,False,oil,canvas,oil__canvas,6.352629396319567,False,True,2402,573
jiyoung hong,29.7,21.0,0.1,623.6999999999999,6.4356694835320765,1.414285714285714,True,False,acrylic,paper,acrylic__paper,4.897839799950911,False,True,2403,133
hunjung kim,52.0,65.0,2.0,3380.0,8.125630988477065,1.25,True,False,mixed_media,canvas,mixed_media__canvas,4.844187086458591,False,True,2404,126
jooha sim,25.0,30.0,3.0,750.0,6.620073206530356,1.2,True,False,mixed_media,paper,mixed_media__paper,4.02535169073515,False,True,2406,55
su hyun kim,144.8,111.8,2.5,16188.64,9.692065040672617,1.295169946332737,True,False,oil,canvas,oil__canvas,4.189654742026425,False,True,2407,65
su hyun kim,130.0,162.0,3.0,21060.0,9.955130785687968,1.2461538461538462,True,False,oil,canvas,oil__canvas,4.189654742026425,False,True,2411,65
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2412,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2413,49
yujin l,46.0,55.0,2.0,2530.0,7.835974581721566,1.1956521739130437,True,False,mixed_media,canvas,mixed_media__canvas,3.6375861597263857,False,True,2420,37
su hyun kim,88.0,153.0,3.0,13464.0,9.507774735870642,1.7386363636363635,True,False,mixed_media,canvas,mixed_media__canvas,4.189654742026425,False,True,2431,65
sanghee ahn,21.0,30.0,0.1,630.0,6.4457198193855785,1.4285714285714286,True,False,acrylic,canvas,acrylic__canvas,5.25227342804663,False,True,2432,190
sojung kim,130.0,162.0,3.0,21060.0,9.955130785687968,1.2461538461538462,True,False,acrylic,unknown,acrylic__unknown,4.382026634673881,False,True,2433,79
su hyun kim,112.0,145.0,3.0,16240.0,9.69523261371567,1.2946428571428572,True,False,mixed_media,canvas,mixed_media__canvas,4.189654742026425,False,True,2434,65
su hyun kim,112.0,163.0,3.0,18256.0,9.812249072101856,1.4553571428571428,True,False,oil,canvas,oil__canvas,4.189654742026425,False,True,2435,65
soyeun park,112.0,145.5,2.5,16296.0,9.698674957906642,1.2991071428571428,True,False,mixed_media,paper,mixed_media__paper,4.276666119016055,False,True,2436,71
gyobeom an,215.9,149.86,3.56,32354.774000000005,10.384516862456929,1.4406779661016949,True,False,oil,canvas,oil__canvas,6.352629396319567,False,True,2437,573
yujin l,112.0,162.2,2.5,18166.4,9.807329012976409,1.4482142857142857,True,False,other,canvas,other__canvas,3.6375861597263857,False,True,2438,37
kim jae hyeon,116.6,90.9,2.8,10598.94,9.268509275099824,1.2827282728272826,True,False,oil,canvas,oil__canvas,4.204692619390966,False,True,2439,66
hyeryeon jung,70.0,70.0,2.5,4900.0,8.496990484098719,1.0,True,False,painting_material,paper,painting_material__paper,4.77912349311153,False,True,2440,118
byung gu lee,32.0,23.9,0.3,764.8,6.639614361737191,1.3389121338912136,True,False,acrylic,paper,acrylic__paper,3.9889840465642745,False,True,2441,53
jinho kee,162.2,130.3,3.0,21134.66,9.958669625812112,1.244819646968534,True,False,oil,canvas,oil__canvas,4.406719247264253,False,True,2442,81
su hyun kim,50.0,32.0,0.1,1600.0,7.377758908227872,1.5625,True,False,oil,paper,oil__paper,4.189654742026425,False,True,2443,65
su hyun kim,32.0,50.0,0.1,1600.0,7.377758908227872,1.5625,True,False,oil,canvas,oil__canvas,4.189654742026425,False,True,2444,65
misung kim,40.9,31.8,2.0,1300.62,7.170596352834887,1.2861635220125784,True,False,oil,canvas,oil__canvas,4.127134385045092,False,True,2445,61
jaehee lee,162.3,96.8,4.8,15710.64,9.662093468803077,1.6766528925619837,True,False,mixed_media,canvas,mixed_media__canvas,2.833213344056216,False,True,2446,16
sanghee ahn,21.0,30.0,0.1,630.0,6.4457198193855785,1.4285714285714286,True,False,acrylic,canvas,acrylic__canvas,5.25227342804663,False,True,2447,190
joong hyun park,91.0,116.8,2.5,10628.8,9.271322576910975,1.2835164835164834,True,False,oil,canvas,oil__canvas,5.2832037287379885,False,True,2448,196
shin young inn,116.8,90.9,3.0,10617.12,9.27022307157756,1.2849284928492848,True,False,mixed_media,canvas,mixed_media__canvas,0.6931471805599453,False,True,2450,1
kim jae hyeon,52.8,72.6,2.8,3833.2799999999993,8.251476112542965,1.375,True,False,oil,canvas,oil__canvas,4.204692619390966,False,True,2451,66
kim jae hyeon,72.6,90.7,2.8,6584.82,8.792522278951841,1.2493112947658405,True,False,oil,canvas,oil__canvas,4.204692619390966,False,True,2452,66
yujin l,65.1,90.9,2.5,5917.59,8.685684550397957,1.3963133640552998,True,False,acrylic,canvas,acrylic__canvas,3.6375861597263857,False,True,2454,37
seungho jang,45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,4.174387269895637,False,True,2456,64
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2457,36
denis lee,42.5,48.0,2.7,2040.0,7.620705086838262,1.1294117647058823,True,False,acrylic,panel,acrylic__panel,3.1354942159291497,False,True,2458,22
ari kwon,50.0,65.1,3.0,3254.9999999999995,8.08794755464267,1.3019999999999998,True,False,mixed_media,paper,mixed_media__paper,4.867534450455582,False,True,2459,129
mihyun kim,80.3,80.3,4.6,6448.089999999999,8.771539241905431,1.0,True,False,oil,canvas,oil__canvas,4.0943445622221,False,True,2460,59
eunha jang,97.0,97.0,2.3,9409.0,9.149421957006766,1.0,True,False,acrylic,canvas,acrylic__canvas,5.484796933490655,False,True,2461,240
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2464,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2465,49
eunha jang,97.0,97.0,2.3,9409.0,9.149421957006766,1.0,True,False,acrylic,canvas,acrylic__canvas,5.484796933490655,False,True,2467,240
eunha jang,116.8,91.0,2.3,10628.8,9.271322576910975,1.2835164835164834,True,False,acrylic,canvas,acrylic__canvas,5.484796933490655,False,True,2468,240
seungho jang,72.4,90.6,2.8,6559.4400000000005,8.788660512440604,1.2513812154696131,True,False,mixed_media,canvas,mixed_media__canvas,4.174387269895637,False,True,2469,64
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2470,36
young sung kim,130.0,90.0,4.0,11700.0,9.367344120785848,1.4444444444444444,True,False,oil,canvas,oil__canvas,4.127134385045092,False,True,2471,61
seonmi kang,130.0,97.0,3.0,12610.0,9.442245428958966,1.3402061855670102,True,False,painting_material,paper,painting_material__paper,4.859812404361672,False,True,2472,128
eunha jang,60.6,72.7,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,5.484796933490655,False,True,2473,240
eunha jang,60.6,72.7,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,5.484796933490655,False,True,2474,240
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2475,49
seungho jang,130.2,162.0,2.8,21092.4,9.956668065006854,1.2442396313364057,True,False,oil,canvas,oil__canvas,4.174387269895637,False,True,2476,64
seongse yi,33.4,45.5,2.0,1519.7,7.326268225939559,1.3622754491017963,True,False,mixed_media,canvas,mixed_media__canvas,2.3978952727983707,False,True,2477,10
seongse yi,53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,2.3978952727983707,False,True,2478,10
soojin kim,65.0,50.0,2.5,3250.0,8.086410275323782,1.3,True,False,mixed_media,canvas,mixed_media__canvas,3.9318256327243257,False,True,2479,50
valentina li,21.0,29.0,1.0,609.0,6.411818267709897,1.380952380952381,True,False,mixed_media,paper,mixed_media__paper,1.791759469228055,False,True,2480,5
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2481,49
jeongrock heo,33.4,24.2,2.0,808.28,6.694908533145296,1.3801652892561984,True,False,oil,canvas,oil__canvas,4.3694478524670215,False,True,2484,78
jun sung back,53.0,65.1,2.0,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,2485,5
e eun seo,31.8,40.9,2.5,1300.62,7.170596352834887,1.2861635220125784,True,False,mixed_media,canvas,mixed_media__canvas,4.2626798770413155,False,True,2486,70
gyobeom an,53.1,53.1,3.8,2819.61,7.944353856495787,1.0,True,False,oil,canvas,oil__canvas,6.352629396319567,False,True,2488,573
gyobeom an,45.47,105.92,2.54,4816.1824,8.479736860025618,2.3294479876841874,True,False,oil,canvas,oil__canvas,6.352629396319567,False,True,2489,573
kris kim,60.0,90.0,0.1,5400.0,8.594154232552366,1.5,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2490,58
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2491,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2493,49
seungho jang,72.2,90.8,2.2,6555.76,8.788099331506029,1.257617728531856,True,False,acrylic,canvas,acrylic__canvas,4.174387269895637,False,True,2494,64
valeriia kapitulska park lia,45.5,60.6,1.0,2757.3,7.922007219032173,1.3318681318681318,True,False,acrylic,canvas,acrylic__canvas,3.5553480614894135,False,True,2496,34
kris kim,73.0,117.0,0.1,8541.0,9.052633375946147,1.6027397260273972,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2497,58
kris kim,80.0,160.0,0.1,12800.0,9.457200449907708,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2498,58
kris kim,80.0,160.0,0.1,12800.0,9.457200449907708,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2499,58
kris kim,80.0,160.0,0.1,12800.0,9.457200449907708,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2500,58
kim jae hyeon,80.3,116.6,2.8,9362.98,9.144518894869108,1.452054794520548,True,False,oil,canvas,oil__canvas,4.204692619390966,False,True,2501,66
eunja cho,40.9,31.7,0.5,1296.53,7.167446743931991,1.2902208201892744,True,False,mixed_media,canvas,mixed_media__canvas,4.653960350157523,False,True,2502,104
gyobeom an,149.86,215.9,3.81,32354.774000000005,10.384516862456929,1.4406779661016949,True,False,oil,canvas,oil__canvas,6.352629396319567,False,True,2503,573
kris kim,144.0,100.0,0.1,14400.0,9.574983485564092,1.44,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2504,58
kris kim,280.0,100.0,0.1,28000.0,10.23995978915734,2.8,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2505,58
kris kim,58.0,90.0,0.1,5220.0,8.560252680876685,1.5517241379310345,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2509,58
kris kim,40.0,64.0,0.1,2560.0,7.847762537473608,1.6,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2512,58
kris kim,80.0,80.0,0.1,6400.0,8.764053269347762,1.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2513,58
kris kim,40.0,80.0,0.1,3200.0,8.070906088787819,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2514,58
kris kim,80.0,80.0,0.1,6400.0,8.764053269347762,1.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2515,58
kris kim,80.0,160.0,0.1,12800.0,9.457200449907708,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2516,58
kris kim,80.0,80.0,0.1,6400.0,8.764053269347762,1.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2517,58
kris kim,80.0,80.0,0.1,6400.0,8.764053269347762,1.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2518,58
kris kim,40.0,80.0,0.1,3200.0,8.070906088787819,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2519,58
kris kim,80.0,80.0,0.1,6400.0,8.764053269347762,1.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2520,58
kris kim,80.0,160.0,0.1,12800.0,9.457200449907708,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2521,58
kris kim,40.0,90.0,0.1,3600.0,8.1886891244442,2.25,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2522,58
kris kim,60.0,90.0,0.1,5400.0,8.594154232552366,1.5,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2523,58
kris kim,60.0,90.0,0.1,5400.0,8.594154232552366,1.5,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2524,58
kris kim,320.0,160.0,0.1,51200.0,10.8434948110276,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2525,58
kris kim,80.0,160.0,0.1,12800.0,9.457200449907708,2.0,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2526,58
kris kim,60.0,90.0,0.1,5400.0,8.594154232552366,1.5,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2527,58
kris kim,47.0,90.0,0.1,4230.0,8.349957272040324,1.9148936170212767,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2528,58
kris kim,60.0,90.0,0.1,5400.0,8.594154232552366,1.5,True,False,acrylic,canvas,acrylic__canvas,4.07753744390572,False,True,2529,58
jisup kim,163.0,131.0,3.0,21353.0,9.968947524007914,1.2442748091603053,True,False,acrylic,canvas,acrylic__canvas,3.5553480614894135,False,True,2531,34
mihyun kim,72.6,72.6,2.5,5270.759999999999,8.5699298436615,1.0,True,False,oil,canvas,oil__canvas,4.0943445622221,False,True,2532,59
mihyun kim,60.7,72.6,2.5,4406.82,8.390908619896203,1.1960461285008237,True,False,oil,canvas,oil__canvas,4.0943445622221,False,True,2533,59
jun sung back,130.3,130.3,3.0,16978.090000000004,9.7396789682616,1.0,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,2534,5
mihyun kim,72.6,72.6,2.5,5270.759999999999,8.5699298436615,1.0,True,False,oil,canvas,oil__canvas,4.0943445622221,False,True,2535,59
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2536,49
minjae kim,72.6,60.7,2.5,4406.82,8.390908619896203,1.1960461285008237,True,False,acrylic,canvas,acrylic__canvas,1.6094379124341005,False,True,2537,4
joong hyun park,20.0,20.0,1.8,400.0,5.991464547107982,1.0,True,False,oil,canvas,oil__canvas,5.2832037287379885,False,True,2538,196
jun sung back,45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,2539,5
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,ink,canvas,ink__canvas,3.610917912644224,False,True,2540,36
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,ink,canvas,ink__canvas,3.610917912644224,False,True,2542,36
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,ink,canvas,ink__canvas,3.610917912644224,False,True,2543,36
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2544,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2545,49
doohan lee,35.6,43.2,2.3,1537.92,7.338186133108049,1.2134831460674158,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,2546,5
jun sung back,53.0,65.1,2.0,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,2547,5
jun sung back,60.6,72.7,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,oil,canvas,oil__canvas,1.791759469228055,False,True,2548,5
minjae kim,45.5,53.1,2.5,2416.05,7.789889254204798,1.167032967032967,True,False,acrylic,canvas,acrylic__canvas,1.6094379124341005,False,True,2549,4
minjae kim,50.0,65.0,2.5,3250.0,8.086410275323782,1.3,True,False,acrylic,canvas,acrylic__canvas,1.6094379124341005,False,True,2550,4
jennifer lee,41.0,53.0,2.0,2173.0,7.683863980256429,1.2926829268292683,True,False,oil,canvas,oil__canvas,4.343805421853684,False,True,2552,76
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2553,49
seongse yi,40.9,60.6,2.0,2478.54,7.815424956124024,1.4816625916870416,True,False,mixed_media,canvas,mixed_media__canvas,2.3978952727983707,False,True,2554,10
seongse yi,40.9,60.6,2.0,2478.54,7.815424956124024,1.4816625916870416,True,False,mixed_media,canvas,mixed_media__canvas,2.3978952727983707,False,True,2555,10
kyeonghoon oh,97.0,130.0,3.0,12610.0,9.442245428958966,1.3402061855670102,True,False,acrylic,canvas,acrylic__canvas,3.5553480614894135,False,True,2557,34
donghwi dongza,60.6,72.7,1.8,4405.62,8.390636277614743,1.1996699669966997,True,False,mixed_media,canvas,mixed_media__canvas,2.6390573296152584,False,True,2558,13
kyunghee cho,32.0,32.0,2.0,1024.0,6.931471805599453,1.0,True,False,mixed_media,canvas,mixed_media__canvas,4.356708826689592,False,True,2559,77
byungjin kim,80.3,116.6,3.0,9362.98,9.144518894869108,1.452054794520548,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2560,36
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2561,36
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2562,36
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2564,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2565,49
seungho jang,45.4,52.8,2.0,2397.12,7.782023295759518,1.1629955947136563,True,False,acrylic,canvas,acrylic__canvas,4.174387269895637,False,True,2566,64
min jung kim,61.0,92.5,2.5,5642.5,8.63808250869169,1.5163934426229508,True,False,acrylic,canvas,acrylic__canvas,2.8903717578961645,False,True,2567,17
seungho jang,65.0,100.0,2.8,6500.0,8.779557455883728,1.5384615384615383,True,False,oil,canvas,oil__canvas,4.174387269895637,False,True,2568,64
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,gouache,paper,gouache__paper,3.912023005428146,False,True,2569,49
sanghee cho,53.3,72.4,2.0,3858.92,8.25814263056347,1.3583489681050658,True,False,oil,canvas,oil__canvas,3.688879454113936,False,True,2570,39
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,mixed_media,paper,mixed_media__paper,3.912023005428146,False,True,2572,49
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2573,36
byungjin kim,116.6,80.3,3.0,9362.98,9.144518894869108,1.452054794520548,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2574,36
byungjin kim,72.6,90.7,2.8,6584.82,8.792522278951841,1.2493112947658405,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2575,36
byungjin kim,65.0,90.7,2.8,5895.5,8.681944627016728,1.3953846153846154,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2576,36
kyeonghoon oh,97.0,130.0,3.0,12610.0,9.442245428958966,1.3402061855670102,True,False,acrylic,canvas,acrylic__canvas,3.5553480614894135,False,True,2577,34
sanghee cho,53.3,72.4,2.0,3858.92,8.25814263056347,1.3583489681050658,True,False,oil,canvas,oil__canvas,3.688879454113936,False,True,2582,39
joong hyun park,20.0,20.0,1.8,400.0,5.991464547107982,1.0,True,False,oil,canvas,oil__canvas,5.2832037287379885,False,True,2584,196
byungjin kim,72.6,90.7,2.8,6584.82,8.792522278951841,1.2493112947658405,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2585,36
byungjin kim,130.0,162.1,4.8,21073.0,9.955747879197212,1.2469230769230768,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2586,36
byungjin kim,130.0,193.8,4.1,25194.0,10.134361149912248,1.4907692307692308,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2587,36
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,mixed_media,paper,mixed_media__paper,3.912023005428146,False,True,2589,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,mixed_media,paper,mixed_media__paper,3.912023005428146,False,True,2590,49
heejung eun,30.5,22.9,0.8,698.4499999999999,6.54886359417356,1.331877729257642,True,False,mixed_media,paper,mixed_media__paper,3.912023005428146,False,True,2591,49
byungjin kim,70.1,100.1,3.0,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2592,36
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2593,36
byungjin kim,70.1,100.1,2.8,7017.009999999999,8.856092480361719,1.4279600570613409,True,False,mixed_media,canvas,mixed_media__canvas,3.610917912644224,False,True,2594,36
byungjin kim,112.0,162.1,2.8,18155.2,9.806712300036724,1.4473214285714284,True,False,ink,canvas,ink__canvas,3.610917912644224,False,True,2596,36
zinna yoo,52.8,45.5,1.8,2402.4,7.784223516669121,1.1604395604395603,True,False,acrylic,canvas,acrylic__canvas,5.389071729816501,False,True,2597,218
wondeuk cho,193.8,130.3,3.0,25252.140000000003,10.136666183587463,1.4873369148119724,True,False,mixed_media,canvas,mixed_media__canvas,3.4657359027997265,False,True,2598,31
byungjin kim,130.0,193.8,4.1,25194.0,10.134361149912248,1.4907692307692308,True,False,acrylic,canvas,acrylic__canvas,3.610917912644224,False,True,2599,36
kyeonghoon oh,65.1,90.9,3.0,5917.59,8.685684550397957,1.3963133640552998,True,False,acrylic,canvas,acrylic__canvas,3.5553480614894135,False,True,2600,34
yerin kim,50.8,40.6,5.1,2062.48,7.631664421192123,1.251231527093596,True,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,2601,6
yerin kim,40.6,50.8,5.1,2062.48,7.631664421192123,1.251231527093596,True,False,oil,canvas,oil__canvas,1.9459101490553132,False,True,2602,6
joong hyun park,20.0,20.0,1.8,400.0,5.991464547107982,1.0,True,False,oil,canvas,oil__canvas,5.2832037287379885,False,True,2605,196
seungho jang,80.1,99.6,2.8,7977.959999999999,8.984438018664866,1.243445692883895,True,False,acrylic,canvas,acrylic__canvas,4.174387269895637,False,True,2606,64
hanji park,116.8,91.0,2.0,10628.8,9.271322576910975,1.2835164835164834,True,False,mixed_media,canvas,mixed_media__canvas,5.53338948872752,False,True,2607,252
gyobeom an,116.84,90.93,2.54,10624.2612,9.270895457257362,1.284944462773562,True,False,mixed_media,canvas,mixed_media__canvas,6.352629396319567,False,True,2608,573
young sung kim,100.0,65.0,4.0,6500.0,8.779557455883728,1.5384615384615383,True,False,oil,canvas,oil__canvas,4.127134385045092,False,True,2609,61
won jeong cho,72.7,60.6,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,4.787491742782046,False,True,2610,119
won jeong cho,50.0,72.7,2.0,3635.0,8.19836438996762,1.454,True,False,acrylic,canvas,acrylic__canvas,4.787491742782046,False,True,2611,119
kyung sook park,130.0,160.0,4.5,20800.0,9.94270826568941,1.2307692307692308,True,False,oil,canvas,oil__canvas,0.6931471805599453,False,True,2612,1
joon hwan kim,54.0,39.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,4.007333185232471,False,True,2614,54
valentina li,22.0,22.0,1.0,484.0,6.182084906716632,1.0,True,False,acrylic,canvas,acrylic__canvas,1.791759469228055,False,True,2615,5
