artist_key,n_works,raw_coef,shrunk_coef
seungjin choi,4,5.348191953081019,6.108205395059479
seungjoon choi,13,6.292093111275836,6.409905066099839
seungju eom,5,5.4409414008034505,6.078578774722848
seungmin han,4,6.398602357532592,6.575054463704622
seungwon yang,30,7.2338735083978545,7.159922457004196
seungwoo kang,1,6.403199268229742,6.664046668573495
seungyeon jeong,30,6.468895296987752,6.504226847224108
seungyeon kim,7,6.86838361103953,6.804980501707328
seungyeon moon,22,6.574095448698438,6.600414096836181
seungyoon choi,163,6.181971688488376,6.197871821231051
seyoon jung,2,7.276554750547526,6.876312892043755
shawn oh,6,6.530531746698912,6.614933747582246
sheean kim,20,10.659950970924024,9.871204006467668
shigematsu,2,6.582874081567943,6.678118415192445
shim bongmin,13,6.794890132167664,6.773036247855048
shin changyong,15,6.890513472547632,6.846939141571285
shin hong gwon,1,6.975248587560518,6.759388221795291
shin insoo,7,7.389069003721806,7.108713647438655
shin sangwon,22,6.028646189115639,6.155973959398344
shin seung hun,15,6.497470884438023,6.552157200489079
shin seungjae,1,6.907755278982137,6.748139337032228
shin young inn,1,6.364759394181306,6.6576400228987564
shine l si in yang,13,7.133252140638536,7.0174088095284555
shinjung ryu,4,9.087934071454372,7.770313003225413
shinoh nam,2,6.829493346995729,6.748581062457527
shiny park,11,6.447768948376326,6.531658698459426
shuto okayasu,3,6.3909349595597,6.594235702736292
si hyunkim,47,5.274996608549528,5.41357541048152
sieun kim,34,6.239819939853666,6.3008963768778425
siho im,1,6.316174443059314,6.64954253104509
sijong kim,10,6.733426284163539,6.727689572323109
sim jaewon,11,7.384679351072446,7.175784600313008
sinn 김진언,17,7.486883881141141,7.311732123755028
sinyoung wang,2,6.5269966616128405,6.6621534380624166
siso,1,5.9540463321896056,6.589187845900139
siwoo lee,4,5.775381256840421,6.2980673078414355
siyeong kim,17,6.078991609540925,6.223815368427588
siyoung yang,11,6.684490962013533,6.694405082835006
sj park,7,6.339650475721804,6.496552839438654
so bac,7,6.588576432960318,6.641759647827787
so hee myers,1,7.25515658613554,6.806039554891129
so hyun jeon,2,5.763501709357824,6.444012023132411
so jeong kim,12,6.034204108896752,6.234795885292486
so youn lee,2,6.14423980747826,6.5527943368811075
sohyun park,10,6.30249821009051,6.440404189607756
soilart jo dojoong,14,7.96149677560979,7.633791347460437
sojin park,1,5.521460917862246,6.517090276845579
sojung kim,82,6.59703877375558,6.603888048174354
solbi shin,4,7.486701129721228,7.058653918010682
somin kim,5,6.649351415730743,6.682783782186495
somin sung 성소민,3,6.418908561934922,6.604725803627
son hongmi,2,6.346473879398099,6.610575500286775
song e yoon,15,7.495952244031978,7.301018220184545
song hyeong noh,1,8.849327026438853,7.071734628275014
song lee,31,6.571578856591746,6.5916673693765375
song yu jeong,7,8.006367567650248,7.468804476396914
songfeel 송필,9,8.513275753831433,7.871468751978152
songwon han,1,4.861905240297856,6.407164330584848
soo hee choi,3,7.366519864467657,6.960080042076775
soo hee kim,8,7.332294104682301,7.095341044666895
soo ji jang,2,6.828684783235651,6.748350044240362
soo lee,14,6.9509570015439515,6.889183092885608
soo yeon kwon,16,6.12644626631015,6.266867666865411
soobin cho,25,6.878359891009746,6.851335933948495
sooin ahn,16,6.122560741511461,6.263907267018792
soojin kim,53,6.786946839848129,6.780849366468311
soojung jung,1,6.9595063440345815,6.7567645145409685
soojung song,8,7.038989712160275,6.91484603388411
sook hee lee,51,6.447972267633483,6.471922614152122
sookyung gheem,2,4.6114007357387266,6.114840316384098
sooman moon,8,7.079015888416667,6.939477526964966
soon up chang,4,8.995188643190865,7.729092812886076
soonhaeng lee,6,5.685554960896935,6.154037318962986
soonhow,2,6.509432336005985,6.657135059317601
soonjae,19,6.249009525139524,6.346344238369258
soonok kwun 권순옥,20,7.31113812072563,7.192153726308954
soonyong hong,7,6.295625330802748,6.470871504902539
sooyeon hong,1,8.171447318009694,6.9587546768701545
sooyoung chung,1,6.9421567056994675,6.753872908151783
sophie an,26,6.6664641838563865,6.674488694305719
sori choi,27,8.06570226091279,7.854845055870517
sou a kwon,3,6.084898227769045,6.479471928314796
sou kim heungsou kim,1,9.152742880192847,7.122303937234013
soyeon kim,4,7.256610624133447,6.95639147108278
soyeong kim,44,6.087149797242391,6.151340241262785
soyeun park,74,7.029141259291333,7.009335872541391
soyoon choi,12,6.815387287907118,6.786219305770391
soyoun jeong,2,7.7604670292134195,7.014573543091153
soyoung jeon,3,6.3856118494851515,6.592239536458336
soyoung kwon,12,6.931765698115927,6.868368771800139
soyung lee,44,6.449680220601675,6.476877764279284
spencer brockley,6,8.452631152228822,7.663351605144015
spiv,4,6.371112088591639,6.562836566397532
stella park,10,5.839241089487571,6.131566109205796
stella sujin,5,7.651494245658143,7.183855197150194
stepper,10,6.441381417786982,6.532992994738737
stepper studio,42,6.627309168371735,6.636767357762214
su hyun kim,68,7.483884515743651,7.431304490599719
su jin kim,4,7.203131605310685,6.932623018272663
su mi lim,3,6.392863399489413,6.594958867709934
su min son,29,7.109251945375773,7.0514525635031955
sua han,5,6.4029102205904795,6.559563184616363
suah choi,3,5.432384595721874,6.234779316297107
suh hee sun,24,7.152069093232106,7.07692203382006
suh se ok,3,8.060847269407205,7.220452818929106
suhyang seo,32,6.5782686690991765,6.59691022038878
suhyun kim 김수현,5,6.531911374418316,6.62406376153028
suin choi,1,6.937271514841857,6.753058709675514
sujeng ga,9,6.258008530054786,6.421654108121737
sujeong kim,5,6.3156302124814205,6.515923180561833
sujin lee,2,6.844861153899073,6.752971864429911
sujin park,8,5.3327697945659125,5.864864546133733
suk chuljoo,6,8.008997835367744,7.421369795947063
suma,2,6.3533081120564985,6.612528138189176
sumin park 박수민,5,5.977075809655883,6.346645979149065
sumin son,23,7.042736998184306,6.984429703623225
summer kang,7,4.198428620171537,5.247506757034333
sun hwa cho,20,6.744689761990813,6.738995039321099
sun hwa lee,3,7.375108584402931,6.963300812052504
sun jeong kim,7,7.402923129592722,7.116795220863357
sun jung lee,5,6.313548046277096,6.514882097459671
sun kim,1,6.399766536551345,6.663474546627096
sun me,17,6.859195184985122,6.8266999494526495
sun mee kang,4,6.526667749939416,6.631972415885433
sun young moon,1,6.845379420802132,6.737743360668894
suna kim,5,6.8586179626299,6.787417055636072
sundoo kim,12,7.938360557701943,7.578906319743209
sung byunghee,5,7.637149338058563,7.176682743350405
sung neung kyung,2,9.533382289554574,7.521120760331483
sung suh,2,7.465122389359629,6.930189360275784
sung tae kim,17,6.797190935449283,6.778787574811319
sung won kwon,48,6.84035250624442,6.828641529112139
sung yeon hyun,5,6.751380139787326,6.733798144214786
sungchan hong,4,8.106629817933225,7.334177779438237
sungeun been 빈성은,8,6.72688733286933,6.722783031243528
sunghee kim,26,7.201480231107997,7.123211830710295
sunghoon yang,1,7.16530025701368,6.7910635000374855
sungju ham,52,6.42940793237163,6.454566547833964
sungmi lee,10,6.62137667852981,6.652989835233956
sungmin cheon,1,6.013889782778599,6.5991617543316385
sungmin jo,6,7.154249210584325,6.955143273337925
sungmin kwon,19,8.89657889304293,8.442336654626121
sungone jung,38,7.2161653040998885,7.158031681372257
sungpil chae,8,8.308821595223492,7.69628103884609
sungsil yun,3,5.875583770775977,6.4009790069423955
sungwon lee,2,5.670994340882847,6.4175813464252744
sungwon moon,56,7.397085270128432,7.341276325744319
