,,,,,,,,,,,,,
,idx,재료(지지체),도구(매체),건수,,idx,수집 재료,건수,난트 기준 재료(지지체),난트 기준 도구(매체),비고,비고2,비고3
,,,,,,2058,패널 위 한지에 과슈,2,한지,수채,,,
,,,,,,2059,캔버스 위 한지에 프로타주,2,"캔버스, 한지",기타,분류 미매칭,,
,,,,,,2060,"종이에 과슈, 연필",2,종이,수채,,,
,,,,,,2061,"세라믹에 채색, 자개, 금박",2,기타,채색,,학습 제외,
,,,,,,2062,린넨 코튼 위에 천과 실,2,캔버스,기타,분류 미매칭,,
,,,,,,2063,"캔버스에 아크릴, 레진, 모래",2,캔버스,아크릴,,학습 제외,
,,,,,,2064,"세라믹, 언더글레이즈, 글레이즈",2,없음,도자,,,
,,,,,,2065,면지에 피그먼트 펜,2,종이,펜,,,
,,,,,,2066,캔버스에 펜,2,캔버스,펜,,,
,,,,,,2067,한지에 먹,2,한지,수묵,,,
,,,,,,2068,캔버스 위 종이에 연필,2,"캔버스, 종이",연필,,,
,,,,,,2069,캔버스 위 한지에 과슈,2,"캔버스, 한지",수채,,,
,,,,,,2070,오일 페이퍼에 아크릴,2,종이,아크릴릭,,,
,,,,,,2071,"캔버스에 유채, 아크릴, 혼합재료",2,캔버스,"유채, 아크릴릭, 혼합재료",,,
,,,,,,2072,"금속, 유리",2,금속,기타,분류 미매칭,,
,,,,,,2073,종이에 세라믹,2,종이,도자,,,
,,,,,,2074,"오프셋 석판화, 스크린프린트, 콜라주",2,종이,"오프셋 프린트, 실크스크린",,,
,,,,,,2075,"캔버스에 아크릴, 오일 트랜스퍼 드로잉",2,캔버스,"아크릴릭, 유채",,,
,,,,,,2076,"종이에 연필, 혼합재료",2,종이,"연필, 혼합재료",,,
,,,,,,2077,"스테인리스 볼트, 못, 나무",2,없음,조각,,,
,,,,,,2078,"캔버스 위 한지에 채색, 콜라주",2,"캔버스, 한지",채색,,,
,,,,,,2079,"캔버스 위 옻칠, 유채",2,캔버스,"유채, 옻칠",,,
,,,,,,2080,패널 위 한지부조에 수묵채색,2,한지,수묵,,,
,,,,,,2081,"캔버스에 혼합재료, 흙",2,캔버스,혼합재료,,,
,,,,,,2082,캔버스에 스테이플러,2,캔버스,기타,분류 미매칭,,
,,,,,,2083,"종이에 아크릴, 그라파이트",2,종이,"아크릴릭, 흑연",,,
,,,,,,2084,"혼합재료, 유리섬유, 메탈",2,기타,혼합재료,,학습 제외,
,,,,,,2085,아르쉬지에 수채,2,종이,수채,,,
,,,,,,2086,스테인리스에 캔디 페인트,2,스테인리스,채색,,,
,,,,,,2087,"레진, 핸드페인팅",2,없음,조각,,,
,,,,,,2088,점토에 아크릴,2,기타,아크릴,,학습 제외,
,,,,,,2089,프린트한 캔버스에 아크릴,2,캔버스,"디지털 프린트, 아크릴릭",,,
,,,,,,2090,종이에 컬러테이프,2,종이,기타,분류 미매칭,,
,,,,,,2091,종이 보드에 유채,2,보드,유채,,,
,,,,,,2092,"장지에 분채, 먹",2,장지,수묵,,,
,,,,,,2093,"캔버스에 프린트, 아크릴 페인트 마카",2,캔버스,"디지털 프린트, 아크릴릭",,,
,,,,,,2094,"오동나무, 용목",2,목재,기타,분류 미매칭,,
,,,,,,2095,"종이에 채색, 색연필",2,종이,채색,,,
,,,,,,2096,사암,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2097,"석판화, 천 콜라주, 실, 맵, 사진",2,종이,혼합매체,,,
,,,,,,2098,비단에 아크릴,2,비단,아크릴릭,,,
,,,,,,2099,"종이에 아크릴, 목탄",2,종이,"아크릴릭, 목탄",,,
,,,,,,2100,"종이에 과슈, 수채",2,종이,수채,,,
,,,,,,2101,"종이에 마커, 색연필",2,종이,"마커, 색연필",,,
,,,,,,2102,알루미늄에 채색,2,금속,채색,,,
,,,,,,2103,"목판화, 채색",2,종이,"목판, 채색",,,
,,,,,,2104,"캔버스에 실크스크린, 아크릴",2,캔버스,"실크스크린, 아크릴릭",,,
,,,,,,2105,닥판에 수묵채색,2,종이,수묵,,,
,,,,,,2106,"종이에 펜, 콩테",2,종이,"펜, 콘테",,,
,,,,,,2107,종이에 프로타주,2,종이,기타,분류 미매칭,,
,,,,,,2108,24k 금,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2109,"캔버스에 유채, 안료",2,캔버스,"유채, 안료",,,
,,,,,,2110,"스테인리스, 대리석",2,없음,조각,,,
,,,,,,2111,"비취, 알루미늄, 로즈골드",2,금속,조각,,,
,,,,,,2112,라이트젯 프린트,2,종이,디지털 C-프린트,,,
,,,,,,2113,"종이에 아크릴, 오일 파스텔",2,종이,"아크릴릭, 오일 파스텔",,,
,,,,,,2114,"종이에 펜, 색연필, 마커",2,종이,"펜, 색연필, 마커",,,
,,,,,,2115,"패널 위 한지에 과슈, 수묵",2,한지,수채,,,
,,,,,,2116,"스테인리스에 스틸 오일, 우레탄 도장, LED",2,금속,유화,,학습 제외,
,,,,,,2117,캔버스 위 부조에 유채,2,캔버스,유채,,,
,,,,,,2118,플라스틱에 아크릴,2,기타,아크릴,,학습 제외,
,,,,,,2119,폴리에스터 필름,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2120,"울트라크롬 잉크 프린트에 아크릴, 금박",2,종이,"디지털 피그먼트 프린트, 아크릴릭, 금박",,,
,,,,,,2121,"린넨에 아크릴, 펜",2,캔버스,"아크릴릭, 펜",,,
,,,,,,2122,"화이트 벨벳 종이, 아카이벌 피그먼트 프린트",2,종이,디지털 피그먼트 프린트,,,
,,,,,,2123,박달나무 외,2,목재,기타,분류 미매칭,,
,,,,,,2124,"린넨에 유채, 목탄",2,캔버스,"유채, 목탄",,,
,,,,,,2125,"종이에 수묵, 과슈",2,종이,수채,,,
,,,,,,2126,"캔버스 보드에 아크릴, 펜",2,캔버스,"아크릴릭, 펜",,,
,,,,,,2127,"캔버스에 아크릴, 마커",2,캔버스,"아크릴릭, 마커",,,
,,,,,,2128,"디지털 피그먼트 프린트, 디아섹",2,종이,"디지털 피그먼트 프린트, 디아섹",,,
,,,,,,2129,"닥판에 수묵채색, 아크릴",2,종이,"수묵, 아크릴릭",,,
,,,,,,2130,종이에 목활자인쇄,2,종이,인쇄/복제,,학습 제외,
,,,,,,2131,폴리카보네이트에 혼합재료,2,플라스틱 패널,혼합재료,,,
,,,,,,2132,"석판화, 친꼴레",2,종이,석판,,,
,,,,,,2133,"실크스크린, 엠보싱",2,종이,실크스크린,,,
,,,,,,2134,"패널에 과슈, 아크릴, 연필",2,패널,"과슈, 아크릴릭, 연필",,,
,,,,,,2135,"캔버스에 울트라크롬 피그먼트 프린트, 오일파스텔",2,캔버스,"디지털 피그먼트 프린트, 오일 파스텔",,,
,,,,,,2136,"나무, 천",2,목재,기타,분류 미매칭,,
,,,,,,2137,"종이에 오일파스텔, 과슈",2,종이,"오일 파스텔, 과슈",,,
,,,,,,2138,패널 위 전선,2,목재,기타,분류 미매칭,,
,,,,,,2139,"캔버스에 한지 콜라주 (에칭, 실크스크린, 콜라그래프)",2,"캔버스, 한지","에칭, 실크스크린, 콜라그래피",,,
,,,,,,2140,"닥종이에 수묵채색, 콜라주",2,종이,수묵,,,
,,,,,,2141,"나무패널에 각, 아크릴, 잉크",2,패널,"아크릴릭, 혼합재료",,,
,,,,,,2142,"한지에 채색, 바느질",2,한지,채색,,,
,,,,,,2143,한지에 분채,2,한지,채색,,,
,,,,,,2144,"캔버스에 디지털 프린트, 오일파스텔",2,캔버스,"디지털 프린트, 오일 파스텔",,,
,,,,,,2145,"캔버스에 아크릴, 오일",2,캔버스,"아크릴릭, 유채",,,
,,,,,,2146,종이판넬에 아크릴,2,종이,아크릴릭,,,
,,,,,,2147,느릅나무,2,목재,기타,분류 미매칭,,
,,,,,,2148,"가죽, 비단",2,비단,기타,분류 미매칭,,
,,,,,,2149,"세라믹, 유리",2,없음,도자,,,
,,,,,,2150,느티나무에 옻칠,2,목재,옻칠/래커,,,
,,,,,,2151,"패널에 모래, 유채",2,패널,"유채, 모래",,,
,,,,,,2152,유기,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2153,"놋쇠, 호두나무, 알루미늄, 유리",2,없음,조각,,,
,,,,,,2154,돌에 채색,2,기타,채색,,학습 제외,
,,,,,,2155,"캔버스에 아크릴, 잉크",2,캔버스,"아크릴릭, 잉크",,,
,,,,,,2156,"오동나무, 호두나무, 황동, 린넨",2,캔버스,기타,분류 미매칭,,
,,,,,,2157,"월넛, 천연가죽",2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2158,"알루미늄 캐스팅 위 금박, 유리",2,금속,조각,,,
,,,,,,2159,"디지털 잉크젯 프린트, 디아섹, 아크릴 보드",2,종이,"디지털 프린트, 디아섹",,,
,,,,,,2160,"보드에 실크스크린, 디지털 잉크젯 프린트, 콜라주",2,보드,"실크스크린, 디지털 프린트, 콜라주",,,
,,,,,,2161,나일론에 실크스크린(아트상품),2,종이,실크스크린,,,
,,,,,,2162,바이올린에 혼합재료,2,기타,혼합재료,,학습 제외,
,,,,,,2163,캔버스 위 하드보드지에 아크릴,2,보드,아크릴릭,,,
,,,,,,2164,양모,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2165,한지에 모시 콜라주,2,한지,혼합재료,,,
,,,,,,2166,"세라믹, 섬유",2,없음,도자,,,
,,,,,,2167,"석판화, 혼합재료",2,종이,석판,,,
,,,,,,2168,패널에 스트링,2,목재,기타,분류 미매칭,,
,,,,,,2169,스테인리스에 우레탄,2,없음,조각,,,
,,,,,,2170,금속 외,2,금속,기타,분류 미매칭,,
,,,,,,2171,의자에 아크릴,2,기타,아크릴,,학습 제외,
,,,,,,2172,종이에 금속활자인쇄,2,종이,인쇄/복제,,학습 제외,
,,,,,,2173,"브론즈, 대리석",2,없음,조각,,,
,,,,,,2174,부채에 수묵,2,부채,수묵,,,
,,,,,,2175,"호두나무, 가죽",2,목재,기타,분류 미매칭,,
,,,,,,2176,알루미늄에 아크릴 우레탄,2,금속,아크릴,,학습 제외,
,,,,,,2177,메탈,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2178,"종이에 사인펜, 수채",2,종이,수채,,,
,,,,,,2179,"한지에 수묵담채, 아크릴",2,한지,"수묵, 아크릴릭",,,
,,,,,,2180,"스텐실, 에칭",2,종이,"스텐실, 에칭",,,
,,,,,,2181,한지에 실크스크린,2,한지,실크스크린,,,
,,,,,,2182,"뮤라섹, 피그먼트 프린트",2,종이,디지털 피그먼트 프린트,,,
,,,,,,2183,패널에 렌티큘러,2,종이,렌티큘러 프린트,,,
,,,,,,2184,캔버스에 암채,2,캔버스,채색,,,
,,,,,,2185,"금속, 은",2,금속,기타,분류 미매칭,,
,,,,,,2186,"패널에 혼합재료, 콜라주",2,목재,혼합재료,,,
,,,,,,2187,2016,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2188,1995,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2189,13세기,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2190,스크린프린트에 다이아몬드 더스트,2,종이,"실크스크린, 유리가루",,,
,,,,,,2191,"피그먼트 프린트, 라미나",2,종이,디지털 피그먼트 프린트,,,
,,,,,,2192,디지털 프린트된 종이에 유채,2,종이,"디지털 프린트, 유채",,,
,,,,,,2193,"실크스크린, 포토 콜라주",2,종이,실크스크린,,,
,,,,,,2194,하드보드 위 캔버스에 유채,2,캔버스,유채,,,
,,,,,,2195,석판화 위에 채색,2,종이,"석판, 채색",,,
,,,,,,2196,"종이에 디지털프린트, 아크릴",2,종이,"디지털 프린트, 아크릴릭",,,
,,,,,,2197,석판화에 채색,2,종이,"석판, 채색",,,
,,,,,,2198,"대나무, 종이",2,종이,기타,분류 미매칭,,
,,,,,,2199,본 차이나 플레이트(아트상품),2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2200,chinesd ink gold on canvas,2,캔버스,수묵,,,
,,,,,,2201,종이에 드로잉,2,종이,연필/드로잉,,학습 제외,
,,,,,,2202,Mixed Media,2,기타,혼합재료,,학습 제외,
,,,,,,2203,Oil on board,2,보드,유채,,,
,,,,,,2204,Acrylic & Oil on canvas,2,캔버스,"아크릴릭, 유채",,,
,,,,,,2205,"인쇄된 종이에 펜, 색연필",2,종이,"디지털 프린트, 펜, 색연필",,,
,,,,,,2206,"한지에 아크릴, 에그 템페라, 수채",2,한지,"아크릴릭, 템페라, 수채",,,
,,,,,,2207,은접시에 에칭,2,종이,판화,,학습 제외,
,,,,,,2208,종이에 오프셋잉크,2,종이,오프셋 프린트,,,
,,,,,,2209,천에 전사,2,캔버스,전사,분류 미매칭,,
,,,,,,2210,종이에 피그먼트 잉크,2,종이,디지털 피그먼트 프린트,,,
,,,,,,2211,"린넨에 아크릴, 먹",2,캔버스,"아크릴릭, 수묵",,,
,,,,,,2212,waterbased pen on paper,2,종이,펜,,,
,,,,,,2213,"종이에 오일파스텔, 사인펜",2,종이,"오일 파스텔, 사인펜",,,
,,,,,,2214,"종이에 과슈,혼합재료",2,종이,수채,,,
,,,,,,2215,"FRP, 우레탄 페인트",2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2216,콜라페인팅,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2217,바이닐,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2218,"퍼스펙스에 아크릴, 유리 페인트",2,기타,아크릴,,학습 제외,
,,,,,,2219,"장지, 방해말, 목탄, 숯",2,장지,"목탄, 숯, 기타",,,
,,,,,,2220,오프셋 프린트 위 스크린프린트,2,종이,"오프셋 프린트, 실크스크린",,,
,,,,,,2221,"acrylic, pencil on paper",2,종이,"아크릴릭, 연필",,,
,,,,,,2222,"watercolor, pencil on paper",2,종이,수채,,,
,,,,,,2223,"오프셋 석판화, 은박",2,종이,오프셋 프린트,,,
,,,,,,2224,"목판에 각, 아크릴, 잉크",2,패널,"아크릴릭, 잉크",,,
,,,,,,2225,오프셋 프린트에 스크린프린트(사후판화),2,종이,"오프셋 프린트, 실크스크린",,,
,,,,,,2226,"종이에 오일 파스텔, 사인펜",2,종이,"오일 파스텔, 사인펜",,,
,,,,,,2227,"캔버스에 한지, 아크릴",2,"캔버스, 한지",아크릴릭,,,
,,,,,,2228,강화 석고,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2229,"종이에 수묵, 한지 콜라주",2,종이,수묵,,,
,,,,,,2230,screenprint on offset lithograph,2,종이,"오프셋 프린트, 실크스크린",,,
,,,,,,2231,페이퍼컷에 채색,2,기타,채색,,학습 제외,
,,,,,,2232,오프셋 석판화 위 스크린프린트,2,종이,"오프셋 프린트, 실크스크린",,,
,,,,,,2233,"장지에 방해말, 목탄, 숯, 먹",2,장지,수묵,,,
,,,,,,2234,오프셋 석판화에 스크린프린트,2,종이,"오프셋 프린트, 실크스크린",,,
,,,,,,2235,"종이에 인쇄, 펜",2,종이,"디지털 프린트, 펜",,,
,,,,,,2236,강화석고,2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2237,"소프트 플라스틱, ABS",2,기타,기타,분류 미매칭,학습 제외,
,,,,,,2238,urethane on steel,2,금속,기타,분류 미매칭,,
,,,,,,2239,acrylic on FPR,2,플라스틱 패널,아크릴릭,,,
,,,,,,2240,screenprint on offset print,2,종이,실크스크린,,,
,,,,,,2241,지클레이 프린트(사후판화),2,종이,지클레이 프린트,,,
,,,,,,2242,코튼페이퍼에 디지털프린트,2,종이,디지털 프린트,,,
,,,,,,2243,캐스트 레진에 바이닐 채색,2,기타,채색,,학습 제외,
,,,,,,2244,PVC limited edition,2,없음,조각,,,
,,,,,,2245,판화지에 c-프린트,2,종이,디지털 C-프린트,,,
,,,,,,2246,보드에 콜라주가 있는 스크린프린트,2,보드,"실크스크린, 콜라주",,,
,,,,,,2247,PVC 외,2,없음,조각,,,
,,,,,,2248,종이에 콘테,2,종이,기타,분류 미매칭,,
,,,,,,2249,알루미늄 위에 에나멜,2,금속,조각,,,
,,,,,,2250,"캔버스에 미디움, 아크릴, 숯",2,캔버스,"아크릴릭, 숯",,,
,,,,,,2251,"종이에 오일파스텔, 마커",2,종이,"오일 파스텔, 마커",,,
,,,,,,2252,나무 위 한지에 유채,2,한지,유채,,,
,,,,,,2253,F.R.P에 채색,2,기타,채색,,학습 제외,
,,,,,,2254,종이에 아카이벌 잉크젯프린트,2,종이,디지털 피그먼트 프린트,,,
,,,,,,2255,나무위 캔버스에 유채,2,캔버스,유채,,,
,,,,,,2256,석판화 (A.P),2,종이,석판,,,
,,,,,,2257,스크린프린트에 작가사인,2,종이,실크스크린,,,
,,,,,,2258,채색 목판화,2,종이,"목판, 채색",,,
,,,,,,2259,"종이에 색연필, 마커펜",2,종이,"색연필, 마커",,,
,,,,,,2260,아연합금에 채색,2,기타,채색,,학습 제외,
,,,,,,2261,"혼합재료, 석판화",1,종이,석판,,,
,,,,,,2262,인조대리석,1,없음,조각,,,
,,,,,,2263,아트프린트,1,종이,인쇄/복제,,학습 제외,
,,,,,,2264,캔버스에 아크링,1,캔버스,기타,분류 미매칭,,
,,,,,,2265,사후석판화,1,종이,석판,,,
,,,,,,2266,석판화 위에 오일파스텔,1,종이,"석판, 오일 파스텔",,,
,,,,,,2267,니켈,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,2268,우드에 유채,1,패널,유채,,,
,,,,,,2269,켄버스에 유채,1,캔버스,유채,,,
,,,,,,2270,종이에 수묵당채,1,종이,수묵,,,
,,,,,,2271,화강암에 브론즈,1,없음,조각,,,
,,,,,,2272,Art Print,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,2273,종이에 인장,1,종이,기타,분류 미매칭,,
,,,,,,2274,종이에 인두화,1,종이,기타,분류 미매칭,,
,,,,,,2275,종이에 캬슈연필,1,종이,카슈연필,,,
,,,,,,2276,천에판화 꼴라쥬,1,종이,판화,,학습 제외,
,,,,,,2277,호암미술관제작 판화,1,종이,판화,,학습 제외,
,,,,,,2278,종이에 먹.오래된사진,1,종이,수묵,,,
,,,,,,2279,오프셋판화,1,종이,오프셋 프린트,,,
,,,,,,2280,포스터석판화,1,종이,석판,,,
,,,,,,2281,종이에 우드컷혼합재료,1,종이,혼합재료,,,
,,,,,,2282,종이에 크로키,1,종이,기타,분류 미매칭,,
,,,,,,2283,동에 금도금,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,2284,견에 자수,1,비단,자수,,,
,,,,,,2285,"mirror, colored plastic gel, wood",1,목재,기타,분류 미매칭,,
,,,,,,2286,oak (natural),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,2287,silkscreen in colors on Rising 4-ply museum board,1,보드,실크스크린,,,
,,,,,,2288,"patinated cast bronze of a Kuba television with three television monitors, three antennas, and plug",1,없음,조각,,,
,,,,,,2289,diasec mounted Chromogenic print on aluminium composite panel,1,없음,조각,,,
,,,,,,2290,offset lithographic poster,1,종이,오프셋 프린트,,,
,,,,,,2291,anodised aluminium with corian base,1,금속,조각,,,
,,,,,,2292,mixed media with best fiber on canvas,1,캔버스,혼합재료,,,
,,,,,,2293,"painted on acrylic plate, LCD monitor, CD/DVD player, DVD and two remote controls",1,기타,아크릴릭,,학습 제외,
,,,,,,2294,"ink and color on paper, poster: print on paper, résumé: pen on paper",1,종이,수묵,,,
,,,,,,2295,polyethylene on canvas,1,캔버스,기타,분류 미매칭,,
,,,,,,2296,알루미늄판에 혼합재료,1,금속,혼합재료,,,
,,,,,,2297,"행자목, 쇠",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,2298,실크,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,2299,"은, 나무",1,목재,기타,분류 미매칭,,
,,,,,,2300,"놋쇠, 나무, 자수",1,목재,섬유,,,
,,,,,,2301,"나무, 쇠, 자개, 유리",1,목재,기타,분류 미매칭,,
,,,,,,2302,"나무, 쇠, 자개",1,목재,기타,분류 미매칭,,
,,,,,,2303,한지에 옻칠,1,한지,옻칠/래커,,,
,,,,,,2304,"나무, 대리석",1,없음,조각,,,
,,,,,,2305,"도자, 나무, 유리",1,없음,도자,,,
,,,,,,2306,"종이에 펜, 크레용",1,종이,"펜, 오일 파스텔",,,
,,,,,,2307,"종이에 인쇄, 작가 사인",1,종이,인쇄/복제,,학습 제외,
,,,,,,2308,리소그래피,1,종이,석판,분류 미매칭,,
,,,,,,2309,"종이에 수채, 잉크",1,종이,수채,,,
,,,,,,2310,한지위에 꼴라주와 채색,1,한지,채색,,,
,,,,,,2311,Matiere print on cardboard,1,목재,기타,분류 미매칭,,
,,,,,,2312,한지에 아크릴릭 과슈,1,한지,"아크릴릭, 과슈",,,
,,,,,,2313,에퀴틴트,1,종이,에쿼틴트,분류 미매칭,,
,,,,,,2314,etching with hand-colouring,1,종이,에칭,,,
,,,,,,2315,"천에 먹, 채색",1,캔버스,수묵,,,
