,,,,,,,,,,,,,
,idx,재료(지지체),도구(매체),건수,,idx,수집 재료,건수,난트 기준 재료(지지체),난트 기준 도구(매체),비고,비고2,비고3
,,,,,,4288,Grayish-Blue-Powdered Celadon Tea Bowl with Paste Brush and Print Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4289,Calligraphy('Gi-Eon-Yeo-Chun'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4290,Crane 2 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4291,Port,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4292,Conjugal,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4293,Signboard('Pung-Jeong-Wol-Dang'),1,목재,기타,분류 미매칭,,
,,,,,,4294,River Scene,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4295,Red Plum Blossom on Fan,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4296,Mt. Geumgang Landscape,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4297,Fairy Land,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4298,Ulleungdo Island Do-dong's Reverted Fisherman Landscape,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4299,Deers on Fan,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4300,Two Pine Tree,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4301,Calligraphy('Jeong-Il'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4302,Cyan Porcelain Vase,1,없음,도자,,,
,,,,,,4303,Nude Woman,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4304,Oddly Shaped Stones and Bamboo,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4305,Variety of Dishes and Flowers,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4306,Lotus Flowers and Crab,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4307,Farm Dance,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4308,White Porcelain Tea Bowl,1,없음,도자,,,
,,,,,,4309,Portrait of a Beauty,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4310,Six-Fold Folding Screen with Oddly Shaped Stones and Orchid,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4311,Late Autumn Of Mt.Keumgang,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4312,Lotus Flower and Wild Geese,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4313,Woodblock with The Heart Sutra,1,종이,판화,,학습 제외,
,,,,,,4314,Cast Iron Tea Brazier,1,금속,조각,,,
,,,,,,4315,Cast Iron Brazier,1,금속,조각,,,
,,,,,,4316,Scrapbook of Writings,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4317,Wooden Chest,1,목재,기타,분류 미매칭,,
,,,,,,4318,Wooden Statue of Standing Buddha,1,목재,기타,분류 미매칭,,
,,,,,,4319,Various Scenes Painting Book(24 Pages)*,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4320,Celadon Porcelain Black & White Inlaid Prunus Vase with Cloud and Crane Design,1,없음,도자,,,
,,,,,,4321,"Bow, Arrows, Quiver Set",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4322,Jar and Flowers,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4323,Grayish-Blue-Powdered Celadon Jar with Peony Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4324,Wave,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4325,Pine Tree,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4326,Fisherman*,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4327,Calligraphy('Don-Hu-Sung-Rye'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4328,Architectura 4 Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4329,"Grapes, River Scene with Boat",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4330,Calligraphy('Sim-Sa-Han-Jo'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4331,Huntingscene,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4332,lncense Burner,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4333,Photographic Edition of Independence Manuscript,1,기타,사진/디지털,,학습 제외,
,,,,,,4334,Grayish-Blue-Powdered Celadon Jar with Paste Brush and Reed Mat Print Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4335,Nude Women,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4336,Two-Fold Folding Screen with Fish Painting,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4337,The River to Play,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4338,Pensive Bodhisattva,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4339,Woman,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4340,"Etiquette Lesson Two Books('Sang-Rye-Bi-Yo'), Anthology of 'Lee Hwang' Works No.7, No.10 2 Books, Anthology of 'SongJe' Poems 3 Books, Anthology of 'Lee Hwang' Words 4 Books Complete Collection",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4341,Landscape with Thatched House,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4342,Eight-Fold Folding Screen with Eight Gracious Plants,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4343,Circular Dining Table of 'Gangwon-do Province' Style,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4344,White Porcelain Jar('Min-Jonk-Jung-Heung'),1,없음,도자,,,
,,,,,,4345,Genealogical,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4346,"Wooden Spectacle Case, Fishskin Spectacle Case 4 Pieces",1,목재,기타,분류 미매칭,,
,,,,,,4347,Hermits of Fairly Land,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4348,Roofend Tile 7 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4349,White & Blue Porcelain Jar with 'Bu-Gwi-Chun-Hwa-Wu-Hu-Hong' Print Design,1,없음,도자,,,
,,,,,,4350,A Pair of Wooden Sabot,1,목재,기타,분류 미매칭,,
,,,,,,4351,White & Blue Porcelain Jar with Fingered Citron Design,1,없음,도자,,,
,,,,,,4352,Lacquerware Inlaid with Mother-of-Pearl Dressing Table with Flower and Animals Design,1,기타,옻칠/래커,,학습 제외,
,,,,,,4353,Hermit,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4354,Pottery Kettle Shaped Jar,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4355,Deers,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4356,Innocence of Childhood,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4357,Adam and Eve,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4358,Korea Art 5000 Years Painting Book - The Joseon Dynasty Art 3,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4359,Flowering Plant 5 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4360,Appreciation Method 4 Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4361,The Chinese Classics the Four Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4362,Armillary Complete Map,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4363,Ox-Horn Lamellas Jewel Box with Genre Painting Design 5 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4364,Plant Stand 6 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4365,Chinese Guirice Hexagon Table,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4366,Chinese Guirice Table and Chairs Set,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4367,Jin Soowon's Medical 4 Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4368,Bronze Iron,1,금속,조각,,,
,,,,,,4369,Bronze Medication Mortar and Pestle,1,없음,조각,,,
,,,,,,4370,Two-Handled Earthenware Jar with Reed Mat Print Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4371,Earthenware Covered Mug,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4372,Earthenware Teapot,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4373,Earthenware Mounted Cup 2 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4374,Earthenware Mug 3 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4375,Geography Old Landscape 2 Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4376,Still-Life Painting*,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4377,Purple Porcelain Moon Jar,1,없음,도자,,,
,,,,,,4378,Celadon Porcelain Intagliated Kettle with Cloud Design,1,없음,도자,,,
,,,,,,4379,A Pair of Bronze Candlestick,1,없음,조각,,,
,,,,,,4380,White & Blue Porcelain Iron-Decorated Jar with Peony Design,1,금속,도자,,,
,,,,,,4381,Grayish-Blue-Powdered & Colored Celadon Jar with Tiger and Magpie Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4382,King,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4383,Physiognomy 4 Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4384,Landscape on Fan,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4385,Rocks and Orchids,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4386,Guardian Spirit of Mountain,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4387,Collaboration Calligraphy,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4388,Arts Catalog Special Edition(Joseon Dynasty),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4389,Moon of Seoul - Dream of Happiness,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4390,Hermit under the Tree,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4391,Longevity,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4392,Eight-Fold Folding Screen with Group of Tigers,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4393,The Remaining Snow,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4394,Eight-Fold Screen with Seal Engraving,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4395,Confucian Scripture 4 Books Complete Collection,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4396,Endless Longevity,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4397,Two Cranes,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4398,Circle,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4399,Calligraphy('Bul'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4400,Signboard('Ji-In-Yong'),1,목재,기타,분류 미매칭,,
,,,,,,4401,Eight-Fold Screen with Draft Poem,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4402,Twelve-Fold Screen with Bamboo,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4403,Paintings and Calligraphic Works Book,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4404,Five Melodies in the East,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4405,Bull Fighting,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4406,Signboard('San-Hae-Sung-Sim'),1,목재,기타,분류 미매칭,,
,,,,,,4407,Signboard('Juk-Ro-Ji-Sil'),1,목재,기타,분류 미매칭,,
,,,,,,4408,Signboard(Draft Poem),1,목재,기타,분류 미매칭,,
,,,,,,4409,Calligraphy('Bing-Cheong-Ok-Gyeol'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4410,Fishing Village,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4411,The Virgin Mary,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4412,Jesus(Relievo),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4413,Family Story,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4414,Calligraphy('Seo-Hae-Maeng-San'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4415,Sister Gilrye,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4416,Two-Fold Folding Screen with Summer Landscape and Autumn Landscape,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4417,Nocturnal Plum Blossom,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4418,Fish Painting,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4419,Spring Landscape,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4420,Calligraphy('Gyeong-Cheon-Ae-In'),1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4421,Ten-Fold Folding Screen with Flowers and Birds,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4422,Pine and Taoist Hermit,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4423,Eight-Fold Screen with Flowers and Birds,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4424,Laundry,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4425,White & Blue Porcelain Bottle with Ume Flower and Bamboo Design,1,없음,도자,,,
,,,,,,4426,White & Blue Porcelain Condiments Jar with Peony Design,1,없음,도자,,,
,,,,,,4427,Intaglio White Porcelain,1,없음,도자,,,
,,,,,,4428,2 Pairs of White Porcelain Iron-Decorated Couple Dolls,1,금속,도자,,,
,,,,,,4429,White Porcelain Iron-Decorated Inlaid Bowl with Arabesque Design,1,금속,도자,,,
,,,,,,4430,White Porcelain Spittoon,1,없음,도자,,,
,,,,,,4431,Eight-Corner White Porcelain Bottle,1,없음,도자,,,
,,,,,,4432,White Porcelain Flower Shaped Dish using for Sweet Rice Drink,1,기타,수묵,,학습 제외,
,,,,,,4433,The Mythological Age-Dance,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4434,Eight-Fold Folding Screen with Reed and Wild Geese,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4435,Lacquerware Inlaid with Mother-of-Pearl Tea Cabinet with Legendary Scene Design,1,기타,옻칠/래커,,학습 제외,
,,,,,,4436,Gilt-Bronze Standing Buddha,1,없음,조각,,,
,,,,,,4437,Chest for Brass Coin Storage of 'Geumsan-gun' Style,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4438,Smoking Pipe 100 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4439,Wooden Tiger Shaped Arm Rest,1,목재,기타,분류 미매칭,,
,,,,,,4440,Inlaid with Hawksbill Sea Turtle Shell and Mother-of-pearl Fruit Dish with Phoenix Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4441,Eight-Fold Folding Screen with Children,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4442,White Porcelain Bottle,1,없음,도자,,,
,,,,,,4443,White Porcelain Small Jar,1,없음,도자,,,
,,,,,,4444,Rubber Plate 3 Pieces,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4445,Zelkova Blanket Chest,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4446,Zelkova Blanket Chest of 'Gyeongsang-do Province' Style,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4447,Legendary Scene,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4448,Celadon Porcelain Fruit Shaped Kettle,1,없음,도자,,,
,,,,,,4449,Celadon Porcelain Black & White Inlaid Prunus Vase with Chrysanthemum and Reed Design,1,없음,도자,,,
,,,,,,4450,Celadon Porcelain Black & White Inlaid Bottle with Chrysanthemum Design 2 Pieces,1,없음,도자,,,
,,,,,,4451,White & Blue Porcelain Jar with Cloud and Dragon Design,1,없음,도자,,,
,,,,,,4452,White & Blue Porcelain Bottle with Cloud and Dragon Design,1,없음,도자,,,
,,,,,,4453,White & Blue Porcelain Dish with Cloud and Crane Design,1,없음,도자,,,
,,,,,,4454,White & Blue Porcelain Jar with Bamboo Design,1,없음,도자,,,
,,,,,,4455,White & Blue Porcelain Water Dropper with Flowering Plant Design 3 Pieces,1,없음,도자,,,
,,,,,,4456,White & Blue Porcelain Dish with 'Bok' Print and Chestnuts Design 4 Pieces,1,없음,도자,,,
,,,,,,4457,Grayish-Blue-Powdered Celadon Bottle with Arabesque Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4458,"The Sutra of the Miracle Lotus Volume One, Two",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4459,Grayish-Blue-Powdered Celadon Bowl with 'Nae-Seom' Print Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4460,Grayish-Blue-Powdered Celadon Bottle with Paste Brush Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4461,A Pair of Bogle Stone Statue,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4462,The Stone Statue of Child,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4463,Three Stories Cupboard,1,목재,기타,분류 미매칭,,
,,,,,,4464,Ivory Jewelled Necklace with Precious Stones,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4465,Intaglio Grayish-Blue-Powdered Celadon Ritual Bottle with a Pair of Fish Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4466,Grayish-Blue-Powdered Celadon Flat Bottle with Grass Leaves Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4467,Grayish-Blue-Powdered Celadon Iron-Decorated Bottle with Ginseng Leaves Design,1,금속,기타,분류 미매칭,,
,,,,,,4468,Grayish-Blue-Powdered Celadon Bowl with Print and Reed Mat Print Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4469,Grayish-Blue-Powdered Celadon Prunus Vase with Print and Reed Mat Print Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4470,White Porcelain Medicine Jar,1,없음,도자,,,
,,,,,,4471,White Porcelain Covered Medicine Jar,1,없음,도자,,,
,,,,,,4472,White Porcelain Covered Jar,1,없음,도자,,,
,,,,,,4473,Bronze Statue of Kim Gu,1,없음,조각,,,
,,,,,,4474,White & Blue Porcelain Jar with 'Su-Bok' Print Design,1,없음,도자,,,
,,,,,,4475,White & Blue Porcelain Knee Shaped Water Dropper with Chrysanthemum Design,1,없음,도자,,,
,,,,,,4476,Winter Holidays,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4477,Green Moss,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4478,Statue of Woman,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4479,Wooden Flat Bed,1,목재,기타,분류 미매칭,,
,,,,,,4480,Freedom from all Ideas and Thoughts,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4481,Bronze Kundika,1,없음,조각,,,
,,,,,,4482,Red Lacquered Jewel Box,1,기타,옻칠/래커,,학습 제외,
,,,,,,4483,A Pair of Child-Shaped Stone Statue from Jeju-do,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4484,Earthenware Oil Lamp,1,기타,유화,,학습 제외,
,,,,,,4485,Earthenware Long-necked Jar with Horse Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4486,Earthenware Deer Decorated Cup,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4487,Celadon Porcelain Flower Shaped Bowl with Fishing Net Design,1,없음,도자,,,
,,,,,,4488,Celadon Porcelain Intaglited Tea Bowl with Arabesque Design,1,없음,도자,,,
,,,,,,4489,Three-Tiered Chinese Guirice Chest with Flower and Bird Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4490,Skin of Leopard,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4491,A Pair of the Stone Statue of Jangseung,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4492,Collection of Su Shi's letters and other 9 Books,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4493,Ten-Fold Folding Screen with Needlepoint Old Chinese Bronzeware,1,없음,조각,,,
,,,,,,4494,Ten-Fold Folding Screen with Needlepoint Longevity and Happiness,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4495,Official Rank's Mark with Cloud and Crane Design,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4496,"Two-Tiered Wooden Stories Chest of ""Ulsan"" Style",1,목재,기타,분류 미매칭,,
,,,,,,4497,"Brassware Candlestick, Brassware Lamp Stand",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4498,Painting of Buddha Nirvana,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4499,Twelve-Fold Screen with Peony,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4500,Love Song,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4501,Signboard('Hyang-Seong-Mu-Jin'),1,목재,기타,분류 미매칭,,
,,,,,,4502,"캔버스에 유채, 석채",1,캔버스,"유채, 석채",,,
,,,,,,4503,"그림-한지 콜라주에 수묵, 조소-닥종이",1,종이,수묵,,학습 제외,
,,,,,,4504,글-지본묵서,1,종이,수묵,,,
,,,,,,4505,패널에 석채,1,목재,채색,,,
,,,,,,4506,그림,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4507,"동오천발신참비·안노공법첩·란첩-탁본, 하인불기고원정-필사본",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4508,"탁본, 목판본, 필사본",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4509,"지본묵서, 종이에 펜",1,종이,수묵,,,
,,,,,,4510,다색,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4511,한지에,1,종이,기타,분류 미매칭,학습 제외,
,,,,,,4512,종이에 수채·색연필,1,종이,수채,,,
,,,,,,4513,"목판본, 필사본, 석판본",1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4514,견본금사,1,비단,기타,분류 미매칭,,
,,,,,,4515,지본석판,1,종이,기타,분류 미매칭,,
,,,,,,4516,"그림-캔버스에 유채, 시-지본묵서",1,캔버스,유화,,학습 제외,
,,,,,,4517,종이에 펜·과슈,1,종이,수채,,,
,,,,,,4518,테라코타에 유채,1,기타,유화,,학습 제외,
,,,,,,4519,"Pumpkin-레진, Cushion-패러슈트 나일론",1,없음,조각,,,
,,,,,,4520,지본활판,1,종이,기타,분류 미매칭,,
,,,,,,4521,종이에 연필·펜·콩테·색연필,1,종이,"연필, 펜, 콘테, 색연필",,,
,,,,,,4522,캔버스에 유채·아크릴릭,1,캔버스,"유채, 아크릴릭",,,
,,,,,,4523,한지에 수묵채,1,한지,수묵,,,
,,,,,,4524,"종이에수묵담채,수묵",1,종이,수묵,,,
,,,,,,4525,캔버스에템페라,1,캔버스,기타,분류 미매칭,,
,,,,,,4526,종이애채색,1,종이,채색,,,
,,,,,,4527,"종이에펜,수채",1,종이,수채,,,
,,,,,,4528,나무판에아크릴,1,패널,아크릴릭,,,
,,,,,,4529,비단에자수,1,비단,섬유,,,
,,,,,,4530,"비단에먹,채색",1,비단,수묵,,,
,,,,,,4531,오프셋석판화A.P,1,종이,오프셋 프린트,,,
,,,,,,4532,"종이에수묵담채,종이에먹",1,종이,수묵,,,
,,,,,,4533,"캔버스에유채,혼합재료",1,캔버스,"유채, 혼합재료",,,
,,,,,,4534,종이에펜,1,종이,펜,,,
,,,,,,4535,"종이에연필,채색",1,종이,채색,,,
,,,,,,4536,나무에유채,1,목재,유채,,,
,,,,,,4537,좋이에 먹,1,종이,수묵,,,
,,,,,,4538,"나무, 금속장식, 자개",1,목재,기타,분류 미매칭,,
,,,,,,4539,2005 | 캔버스에 유채,1,캔버스,유채,,,
,,,,,,4540,한지에프린트,1,한지,인쇄/복제,,학습 제외,
,,,,,,4541,석판화A.P,1,종이,석판,,,
,,,,,,4542,도자에안료,1,없음,도자,,,
,,,,,,4543,종이에콩테,1,종이,콘테,,,
,,,,,,4544,"종이에 혼합, 종이에 먹",1,종이,수묵,,,
,,,,,,4545,종이에 아크릴과슈,1,종이,아크릴릭,,,
,,,,,,4546,"캔버스에 유채, 혼합",1,캔버스,"유채, 혼합재료",,,
,,,,,,4547,두방지에 펜,1,종이,펜,,,
,,,,,,4548,"종이에 채색, 콜라주",1,종이,채색,,,
,,,,,,4549,두방지에 수채,1,종이,수채,,,
,,,,,,4550,종이애 채색,1,종이,채색,,,
,,,,,,4551,"종이, 놋쇠",1,종이,기타,분류 미매칭,,
,,,,,,4552,Watercolor on paper,1,종이,수채,,,
,,,,,,4553,"켄트지에 펜, 채색",1,종이,채색,,,
,,,,,,4554,캔버스 위 마운트한 종이에 채색,1,캔버스,채색,,,
,,,,,,4555,켄트지에 수채,1,종이,수채,,,
,,,,,,4556,켄트지에 파스텔,1,종이,파스텔,,,
,,,,,,4557,종이 부조에 채색,1,종이,채색,,,
,,,,,,4558,제주생활의 중도,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4559,"종이에 채색, 석채",1,종이,채색,,,
,,,,,,4560,두방지에 혼합,1,종이,혼합재료,,,
,,,,,,4561,"하드보드에 유채, 캔버스에 유채",1,캔버스,유화,,학습 제외,
,,,,,,4562,"종이에 먹과 채색, 수묵담채",1,종이,수묵,,,
,,,,,,4563,"종이에 콩테, 브론즈",1,종이,연필/드로잉,,학습 제외,
,,,,,,4564,"닥종이에 유채, 먹",1,종이,"유채, 수묵",,,
,,,,,,4565,video installation,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4566,"종이에 수묵담채, 석채",1,종이,수묵,,,
,,,,,,4567,채색목판화(사후판화),1,종이,"목판, 채색",,,
,,,,,,4568,스크린프린트 A.P,1,종이,실크스크린,,,
,,,,,,4569,석판화 外,1,종이,석판,,,
,,,,,,4570,"캔버스에 아크릴, 금니",1,캔버스,"아크릴릭, 니금",,,
,,,,,,4571,나무판에 아크릴,1,패널,아크릴릭,,,
,,,,,,4572,종이에 펜 종이에 펜 인쇄,1,종이,"디지털 프린트, 펜",,,
,,,,,,4573,혼합재료 Edition,1,기타,혼합재료,,학습 제외,
,,,,,,4574,"베, 비단",1,비단,기타,분류 미매칭,,
,,,,,,4575,사진에 아크릴,1,종이,"디지털 프린트, 아크릴릭",,,
,,,,,,4576,목판화 EA,1,종이,목판,,,
,,,,,,4577,광목에 혼합,1,캔버스,혼합재료,,,
,,,,,,4578,"한지에 아크릴, 수묵",1,한지,"아크릴릭, 수묵",,,
,,,,,,4579,"종이에 과슈, 오일스틱",1,종이,"과슈, 오일스틱",,,
,,,,,,4580,종이에 잉크펜,1,종이,펜,,,
,,,,,,4581,"비단,종이에 수묵담채",1,종이,수묵,,,
,,,,,,4582,"종이에 수묵채색, 석채, 금니",1,종이,수묵,,,
,,,,,,4583,"종이에 과슈,오일바",1,종이,"과슈, 오일스틱",,,
,,,,,,4584,"광목에 석채, 금니",1,캔버스,"채색, 니금",,,
,,,,,,4585,석판화 (사후판화),1,종이,석판,,,
,,,,,,4586,목판화 E.A,1,종이,목판,,,
,,,,,,4587,"소나무에 아크릴릭, 단청안료",1,목재,아크릴,,학습 제외,
,,,,,,4588,종이에 안료,1,종이,기타,분류 미매칭,,
,,,,,,4589,"캔버스에 아크릴릭, 우레탄, 에나멜, 젯소",1,캔버스,아크릴,,학습 제외,
,,,,,,4590,석판화 H.C,1,종이,석판,,,
,,,,,,4591,"대리석,브론즈",1,없음,조각,,,
,,,,,,4592,"종이에 인장, 먹",1,종이,수묵,,,
,,,,,,4593,포스터에 펜,1,인쇄물,펜,,,
,,,,,,4594,"혼합, 석판화",1,종이,석판,,,
,,,,,,4595,"캔버스에 유채, 콜라쥬",1,캔버스,"유채, 콜라주",,,
,,,,,,4596,"종이에 아크릴, 채색",1,종이,"아크릴릭, 채색",,,
,,,,,,4597,"종이에 채색, 혼합재료",1,종이,채색,,,
,,,,,,4598,광목에 유채,1,캔버스,유채,,,
,,,,,,4599,"종이, 석고",1,종이,기타,분류 미매칭,,
,,,,,,4600,마포에 혼합,1,캔버스,혼합재료,,,
,,,,,,4601,바느질,1,기타,기타,분류 미매칭,학습 제외,
,,,,,,4602,"캔버스에 우레탄에나멜, 아크릴",1,캔버스,아크릴,,학습 제외,
